0||0|
1|2001|1|0.5
2|2001|2|0.29999999999999999
3|2001|3|0.29999999999999999
4|2001|4|0.10000000000000001
5|2001|5|5.0000000000000003E-2
6|2001|6|5.0000000000000003E-2
7|2002|1|0.5
8|2002|2|0.29999999999999999
9|2002|3|0.29999999999999999
10|2002|4|0.10000000000000001
11|2002|5|5.0000000000000003E-2
12|2002|6|5.0000000000000003E-2
13|2003|1|0.5
14|2003|2|0.29999999999999999
15|2003|3|0.29999999999999999
16|2003|4|0.10000000000000001
17|2003|5|5.0000000000000003E-2
18|2003|6|5.0000000000000003E-2
19|2004|1|0.29999999999999999
20|2004|2|0.25
21|2004|3|0.14999999999999999
22|2004|4|0.10000000000000001
23|2004|5|5.0000000000000003E-2
24|2004|6|5.0000000000000003E-2
25|2005|1|0.29999999999999999
26|2005|2|0.25
27|2005|3|0.14999999999999999
28|2005|4|0.10000000000000001
29|2005|5|5.0000000000000003E-2
30|2005|6|5.0000000000000003E-2
31|2006|1|0.29999999999999999
32|2006|2|0.25
33|2006|3|0.14999999999999999
34|2006|4|0.10000000000000001
35|2006|5|5.0000000000000003E-2
36|2006|6|5.0000000000000003E-2
37|2007|1|0.29999999999999999
38|2007|2|0.25
39|2007|3|0.14999999999999999
40|2007|4|0.10000000000000001
41|2007|5|5.0000000000000003E-2
42|2007|6|5.0000000000000003E-2
43|2008|1|0.29999999999999999
44|2008|2|0.25
45|2008|3|0.14999999999999999
46|2008|4|0.10000000000000001
47|2008|5|5.0000000000000003E-2
48|2008|6|5.0000000000000003E-2
49|2009|1|0.29999999999999999
50|2009|2|0.25
51|2009|3|0.14999999999999999
52|2009|4|0.10000000000000001
53|2009|5|5.0000000000000003E-2
54|2009|6|5.0000000000000003E-2
55|2010|1|1
56|2010|2|0.5
57|2010|3|0.10000000000000001
58|2010|4|0.10000000000000001
59|2010|5|5.0000000000000003E-2
60|2010|6|5.0000000000000003E-2
61|2011|1|1
62|2011|2|0.5
63|2011|3|0.10000000000000001
64|2011|4|0.10000000000000001
65|2011|5|5.0000000000000003E-2
66|2011|6|5.0000000000000003E-2
67|2012|1|1
68|2012|2|0.5
69|2012|3|0.10000000000000001
70|2012|4|0.10000000000000001
71|2012|5|5.0000000000000003E-2
72|2012|6|5.0000000000000003E-2
73|2013|1|1
74|2013|2|0.5
75|2013|3|0.10000000000000001
76|2013|4|0.10000000000000001
77|2013|5|5.0000000000000003E-2
78|2013|6|5.0000000000000003E-2
79|2014|1|1
80|2014|2|0.5
81|2014|3|0.10000000000000001
82|2014|4|0.10000000000000001
83|2014|5|5.0000000000000003E-2
84|2014|6|5.0000000000000003E-2
85|2015|1|1
86|2015|2|0.5
87|2015|3|0.10000000000000001
88|2015|4|0.10000000000000001
89|2015|5|5.0000000000000003E-2
90|2015|6|5.0000000000000003E-2
91|2016|1|1
92|2016|2|0.5
93|2016|3|0.10000000000000001
94|2016|4|0.10000000000000001
95|2016|5|5.0000000000000003E-2
96|2016|6|5.0000000000000003E-2
97|2017|1|1
98|2017|2|0.5
99|2017|3|0.10000000000000001
100|2017|4|0.10000000000000001
101|2017|5|5.0000000000000003E-2
102|2017|6|5.0000000000000003E-2
103|2018|1|1
104|2018|2|0.5
105|2018|3|0.10000000000000001
106|2018|4|0.10000000000000001
107|2018|5|5.0000000000000003E-2
108|2018|6|5.0000000000000003E-2
